"first_name","last_name","email","Remaining Goal Amount"
"Lilija","Charles","lilija.charles@gmail.com",-32738.00
"Konrad","Briones","konrad.briones@fierro.com",-33126.00
"Annalisa","Pugh","annalisa.pugh@hotmail.fr",-33902.00
"Sofie","Woods","sofie.woods@riviere.com",-34123.00
"Adalberto","Lombardo","adalberto.lombardo@sfr.fr",-34128.00
"Bethan","Giacometti","bethan.giacometti@gmail.com",-37168.00
"Jessica","Martinez","jessica.martinez@salieri.com",-37172.00
"Andrea","Arroyo","andrea.arroyo@yahoo.com.au",-39014.00
"Raffaella","Esquivel","raffaella.esquivel@gmail.com",-39040.00
"Conor","Reinhardt","conor.reinhardt@yahoo.com.au",-40554.00
"Gino","Hernandez","gino.hernandez@covarrubias.com",-41357.00
"Rhys","Leiva","rhys.leiva@gmx.de",-41797.00
"Constance","Maldonado","constance.maldonado@spiess.net",-41851.00
"Giacobbe","Owens","giacobbe.owens@huet.fr",-42034.00
"Celal","Fischer","celal.fischer@aol.de",-43067.00
"Sara","Erickson","sara.erickson@yahoo.de",-45292.00
"Walburga","Vollbrecht","walburga.vollbrecht@aol.de",-47421.00
"Enrico","Fabre","enrico.fabre@gmail.com",-48085.00
"Todd","Douglas","todd.douglas@web.de",-48203.00
"Josette","Laine","josette.laine@saracino-parisi.net",-49513.00
"Martha","Girard","martha.girard@web.de",-50245.00
"Abril","Lowery","abril.lowery@novak.net",-51423.00
"Kelly","Carter","kelly.carter@hotmail.com.au",-54061.00
"Sonia","Volta","sonia.volta@gmx.de",-54343.00
"Bernadette","Wang","bernadette.wang@gmail.com",-54824.00
"Heather","Zimmer","heather.zimmer@bluemel.de",-55242.00
"Alec","Ho","alec.ho@parra-esparza.com",-55914.00
"Whitney","Noack","whitney.noack@laboratorios.org",-55916.00
"Anouk","Pace","anouk.pace@gmail.com",-56506.00
"Joanne","Henderson","joanne.henderson@gmail.com",-57338.00
"Jared","Ferguson","jared.ferguson@roberts.com",-59304.00
"Soledad","Soto","soledad.soto@hotmail.de",-59755.00
"Bianca","Drubin","bianca.drubin@libero.it",-60935.00
"Paige","Hill","paige.hill@jones.org.au",-62288.00
"Carlos","Delle","carlos.delle@hicks.com",-62738.00
"Renato","Murillo","renato.murillo@club.com",-62780.00
"Stewart","Hunt","stewart.hunt@anderson-vargas.biz",-63128.00
"Hanne","Kidd","hanne.kidd@yahoo.com",-63454.00
"Thibaut","Camarillo","thibaut.camarillo@hotmail.com",-64164.00
"Gastone","Beyer","gastone.beyer@stewart-sanchez.edu",-66665.00
"Eleni","Aponte","eleni.aponte@club-internet.fr",-66688.00
"Geza","Howard","geza.howard@voila.fr",-67021.00
"Marta","Huynh","marta.huynh@hernandez.info",-67368.00
"Ricky","Harrell","ricky.harrell@martin.edu",-67467.00
"Cindy","Castillo","cindy.castillo@virgilio.it",-68060.00
"Beate","Morgan","beate.morgan@gmail.com",-68187.00
"Cilli","Watts","cilli.watts@yahoo.com",-68486.00
"Vittorio","Caccioppoli","vittorio.caccioppoli@yahoo.com",-69515.00
"Tom","Leconte","tom.leconte@woods-johnson.com",-70036.00
"Marvin","Howe","marvin.howe@gmail.com",-72500.00
"Jose","Huang","jose.huang@gmx.de",-74940.00
"Lea","Merle","lea.merle@stey.de",-74979.00
"Christian","Anderson","christian.anderson@tim.it",-75432.00
"James","Elliott","james.elliott@gmail.com",-75511.00
"Evelyn","Haynes","evelyn.haynes@clark.info",-76295.00
"Tyler","Rivera","tyler.rivera@guajardo-ozuna.com",-77517.00
"Nino","Bien","nino.bien@gmail.com",-78184.00
"Olivia","Striebitz","olivia.striebitz@gmail.com",-78477.00
"Carlo","Jacquot","carlo.jacquot@hotmail.com",-80198.00
"Gerdi","Guerrero","gerdi.guerrero@tele2.fr",-80988.00
"Jennifer","Giraud","jennifer.giraud@yahoo.com",-81813.00
"Herma","Gabbana","herma.gabbana@hotmail.com",-82310.00
"Modesto","Wright","modesto.wright@pareto.com",-82379.00
"Benita","Pottier","benita.pottier@sfr.fr",-83649.00
"Walther","Duarte","walther.duarte@web.de",-83750.00
"Antje","Voisin","antje.voisin@gmail.com",-84906.00
"Cornelio","Guardado","cornelio.guardado@gmail.com",-86724.00
"Belinda","Gamez","belinda.gamez@leleu.com",-90047.00
"Roberta","Finzi","roberta.finzi@knight-davies.co.uk",-92956.00
"Dietmar","Grenier","dietmar.grenier@tele2.it",-93724.00
"Amedeo","Bradford","amedeo.bradford@yahoo.com",-93803.00
"Pompeo","Bourdon","pompeo.bourdon@gmail.com",-94304.00
"Eitel","Lombard","eitel.lombard@thomas.net",-94402.00
"Marguerite","Walls","marguerite.walls@martinez.fr",-95562.00
"Tracy","Metz","tracy.metz@bryant.info",-96797.00
"Claudio","Reuter","claudio.reuter@morgan-collins.org.au",-99266.00
"Ethan","Duhamel","ethan.duhamel@sfr.fr",-99268.00
"Manuel","Gracia","manuel.gracia@trussardi.eu",-102015.00
"Simone","Sauvage","simone.sauvage@yahoo.com",-104249.00
"Kurt","Sauer","kurt.sauer@almanza.biz",-104361.00
"Marina","Madrid","marina.madrid@galarza-alba.com",-105065.00
"Ronald","Simpson","ronald.simpson@ovadia.net",-105421.00
"Tonia","Coleman","tonia.coleman@hotmail.com",-105778.00
"Philippe","Gardner","philippe.gardner@howells-jones.net",-106595.00
"Michele","Brambilla","michele.brambilla@yahoo.com",-108418.00
"Herbert","Fraser","herbert.fraser@holloway.org.au",-108598.00
"Grit","Knight","grit.knight@web.de",-108601.00
"Anne","Snow","anne.snow@gmail.com",-112974.00
"Branko","Chambers","branko.chambers@ifrance.com",-113784.00
"Eleanor","Hall","eleanor.hall@hotmail.com",-114685.00
"Milan","Montenegro","milan.montenegro@langern.com",-116637.00
"Monique","Delgadillo","monique.delgadillo@hotmail.co.uk",-116736.00
"Ilaria","Bowen","ilaria.bowen@hotmail.it",-119775.00
"Dawn","Cortez","dawn.cortez@gmail.com",-122793.00
"Darren","Bernardi","darren.bernardi@brooks-martin.com",-123412.00
"Heiko","Bourgeois","heiko.bourgeois@togliatti.com",-124245.00
"Omar","Fonseca","omar.fonseca@grupo.org",-124556.00
"Alfio","Roman","alfio.roman@hotmail.co.uk",-126220.00
"Hannah","Jockel","hannah.jockel@ceravolo-tonisto.eu",-133069.00
"Luigi","Bonnet","luigi.bonnet@carriera-federico.it",-133260.00
"Maura","Ravaglioli","maura.ravaglioli@yahoo.com",-133538.00
"Gioffre","Stein","gioffre.stein@hotmail.com.au",-134073.00
"Severino","Linares","severino.linares@angeli.com",-134328.00
"Henriette","Lang","henriette.lang@mimun.it",-134982.00
"Loretta","Mallet","loretta.mallet@sansoni-toscani.it",-136556.00
"Kata","Mena","kata.mena@gmail.com",-137405.00
"Zeferino","Barrera","zeferino.barrera@zedillo-velazquez.com",-137892.00
"Lucie","Redi","lucie.redi@googlemail.com",-138832.00
"Amalia","Marenzio","amalia.marenzio@grupo.com",-139466.00
"Hermelinda","Olmos","hermelinda.olmos@portillo.com",-140585.00
"Franck","Wade","franck.wade@gute.org",-141791.00
"Carole","Nohlmans","carole.nohlmans@yahoo.com",-142936.00
"Kristy","Bartlett","kristy.bartlett@outlook.com",-143536.00
"Ugo","Harrison","ugo.harrison@morley-chapman.co.uk",-144556.00
"Hiltrud","Thibault","hiltrud.thibault@barbe.com",-145957.00
"Alexandre","Serrano","alexandre.serrano@yahoo.co.uk",-148874.00
"Sam","Adams","sam.adams@yahoo.com",-152892.00
"Nicola","Rossi","nicola.rossi@berry.org",-164858.00
"Jason","Howell","jason.howell@gmx.de",-168650.00
